Date,Temp
2016-10-27,0.9583333333
2016-10-28,-2.5
2016-10-29,-3.958333333
2016-10-30,-4.125
2016-10-31,-7.666666667
2016-11-1,-5.625
2016-11-2,-2.583333333
2016-11-3,-6.333333333
2016-11-4,-2.25
2016-11-5,-7.25
2016-11-6,-5.208333333
2016-11-7,-7.625
2016-11-8,-8.416666667
2016-11-9,-8.625
2016-11-10,-1.583333333
2016-11-11,-7.25
2016-11-12,-9.5
2016-11-13,-0.875
2016-11-14,-8.833333333
2016-11-15,-8.75
2016-11-16,-11.41666667
2016-11-17,-6.958333333
2016-11-18,-9.666666667
2016-11-19,-14.20833333
2016-11-20,-16.66666667
2016-11-21,-19.60869565
2016-11-22,-18.625
2016-11-23,-17.33333333
2016-11-24,-18.91666667
2016-11-25,-11.125
2016-11-26,-9.333333333
2016-11-27,-15.79166667
2016-11-28,-13.79166667
2016-11-29,-10.04166667
2016-11-30,-3.333333333
2016-12-1,-9.333333333
2016-12-2,-4.791666667
2016-12-3,0.375
2016-12-4,-11.33333333
2016-12-5,-15.75
2016-12-6,-19.08695652
2016-12-7,-13.16666667
2016-12-8,-17.16666667
2016-12-9,-17.20833333
2016-12-10,-16.5
2016-12-11,-11.45833333
2016-12-12,-13.625
2016-12-13,-19.375
2016-12-14,-19.25
2016-12-15,-18.20833333
2016-12-16,-16.5
2016-12-17,-7.583333333
2016-12-18,-4.375
2016-12-19,-5.25
2016-12-20,-9.916666667
2016-12-21,-12.83333333
2016-12-22,-10.66666667
2016-12-23,-16.91666667
2016-12-24,-14.95833333
2016-12-25,-10.875
2016-12-26,-20.95833333
2016-12-27,-20.75
2016-12-28,-17.5
2016-12-29,-16.41666667
2016-12-30,-15.45833333
2016-12-31,-10.16666667
2017-1-1,-9.833333333
2017-1-2,-15
2017-1-3,-13.91666667
2017-1-4,-20.125
2017-1-5,-15.95833333
2017-1-6,-15.16666667
2017-1-7,-16.125
2017-1-8,-12.91666667
